timestamp,user_id,success,reason,context
2025-12-11 05:15:49.817524,USER-0006,True,Authentication successful,{}
2025-12-11 05:15:49.817543,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:49.817557,USER-0020,True,Authentication successful,"{'device_id': 'DEV-0028', 'location': 'remote', 'ip_address': '64.30.144.95', 'timestamp': datetime.datetime(2025, 12, 11, 11, 27, 45)}"
2025-12-11 05:15:49.817562,USER-0014,True,Authentication successful,{}
2025-12-11 05:15:49.817572,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:49.817582,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:49.817591,USER-0015,True,Authentication successful,{}
2025-12-11 05:15:49.817601,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:49.817609,USER-0039,True,Authentication successful,"{'device_id': 'DEV-0025', 'location': 'remote', 'ip_address': '161.215.36.233', 'timestamp': datetime.datetime(2025, 12, 11, 11, 54, 46)}"
2025-12-11 05:15:49.817617,USER-0001,True,Authentication successful,"{'device_id': 'DEV-0045', 'location': 'office', 'ip_address': '170.102.127.179', 'timestamp': datetime.datetime(2025, 12, 11, 12, 17, 2)}"
2025-12-11 05:15:49.817628,USER-0009,True,Authentication successful,{}
2025-12-11 05:15:49.817638,USER-0044,True,Authentication successful,{}
2025-12-11 05:15:49.817670,USER-0031,True,Authentication successful,{}
2025-12-11 05:15:49.817690,USER-0045,True,Authentication successful,"{'device_id': 'DEV-0060', 'location': 'hybrid', 'ip_address': '176.48.243.213', 'timestamp': datetime.datetime(2025, 12, 11, 12, 41, 39)}"
2025-12-11 05:15:49.817695,USER-0037,True,Authentication successful,"{'device_id': 'DEV-0053', 'location': 'remote', 'ip_address': '51.200.139.136', 'timestamp': datetime.datetime(2025, 12, 11, 12, 46, 33)}"
2025-12-11 05:15:49.817716,USER-0036,True,Authentication successful,"{'device_id': 'DEV-0050', 'location': 'remote', 'ip_address': '35.166.64.64', 'timestamp': datetime.datetime(2025, 12, 11, 12, 51, 38)}"
2025-12-11 05:15:49.817722,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:49.817735,USER-0003,True,Authentication successful,"{'device_id': 'DEV-0007', 'location': 'hybrid', 'ip_address': '139.106.19.128', 'timestamp': datetime.datetime(2025, 12, 11, 13, 5, 58)}"
2025-12-11 05:15:49.817742,USER-0048,True,Authentication successful,"{'device_id': 'DEV-0062', 'location': 'remote', 'ip_address': '152.175.85.160', 'timestamp': datetime.datetime(2025, 12, 11, 13, 38, 12)}"
2025-12-11 05:15:49.817747,USER-0040,True,Authentication successful,"{'device_id': 'DEV-0015', 'location': 'remote', 'ip_address': '157.178.232.7', 'timestamp': datetime.datetime(2025, 12, 11, 13, 39, 17)}"
2025-12-11 05:15:49.817752,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:49.817764,USER-0004,True,Authentication successful,"{'device_id': 'DEV-0017', 'location': 'office', 'ip_address': '200.92.223.243', 'timestamp': datetime.datetime(2025, 12, 11, 14, 15, 26)}"
2025-12-11 05:15:49.817776,USER-0026,True,Authentication successful,{}
2025-12-11 05:15:49.817786,USER-0044,True,Authentication successful,{}
2025-12-11 05:15:49.817793,USER-0026,True,Authentication successful,"{'device_id': 'DEV-0031', 'location': 'remote', 'ip_address': '106.248.193.88', 'timestamp': datetime.datetime(2025, 12, 11, 14, 44, 27)}"
2025-12-11 05:15:49.817798,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:49.817959,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:49.817974,USER-0012,True,Authentication successful,"{'device_id': 'DEV-0070', 'location': 'office', 'ip_address': '157.88.232.248', 'timestamp': datetime.datetime(2025, 12, 11, 15, 22, 5)}"
2025-12-11 05:15:49.817987,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:49.817995,USER-0041,True,Authentication successful,"{'device_id': 'DEV-0056', 'location': 'hybrid', 'ip_address': '76.25.17.127', 'timestamp': datetime.datetime(2025, 12, 11, 15, 27, 59)}"
2025-12-11 05:15:49.818000,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:49.818008,USER-0042,True,Authentication successful,{}
2025-12-11 05:15:49.818016,USER-0008,True,Authentication successful,{}
2025-12-11 05:15:49.818024,USER-0015,True,Authentication successful,{}
2025-12-11 05:15:49.818032,USER-0023,True,Authentication successful,"{'device_id': 'DEV-0004', 'location': 'office', 'ip_address': '216.145.33.103', 'timestamp': datetime.datetime(2025, 12, 11, 15, 52, 26)}"
2025-12-11 05:15:49.818037,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:49.818044,USER-0024,True,Authentication successful,{}
2025-12-11 05:15:49.818052,USER-0009,False,Invalid credentials,{}
2025-12-11 05:15:49.818056,USER-0015,True,Authentication successful,{}
2025-12-11 05:15:49.818070,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:49.818078,USER-0011,True,Authentication successful,{}
2025-12-11 05:15:49.818085,USER-0044,True,Authentication successful,{}
2025-12-11 05:15:49.818091,USER-0007,False,Invalid credentials,"{'device_id': 'DEV-0033', 'location': 'remote', 'ip_address': '67.54.112.230', 'timestamp': datetime.datetime(2025, 12, 11, 16, 53, 13)}"
2025-12-11 05:15:49.818097,USER-0036,True,Authentication successful,"{'device_id': 'DEV-0067', 'location': 'remote', 'ip_address': '69.145.39.47', 'timestamp': datetime.datetime(2025, 12, 11, 16, 54, 40)}"
2025-12-11 05:15:49.818104,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:49.818118,USER-0027,True,Authentication successful,"{'device_id': 'DEV-0018', 'location': 'office', 'ip_address': '19.15.232.49', 'timestamp': datetime.datetime(2025, 12, 11, 17, 2, 5)}"
2025-12-11 05:15:49.818123,USER-0032,True,Authentication successful,{}
2025-12-11 05:15:49.818131,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:49.818140,USER-0009,True,Authentication successful,{}
2025-12-11 05:15:49.818148,USER-0003,True,Authentication successful,"{'device_id': 'DEV-0007', 'location': 'hybrid', 'ip_address': '7.180.3.203', 'timestamp': datetime.datetime(2025, 12, 11, 17, 35, 48)}"
2025-12-11 05:15:49.818161,USER-0011,True,Authentication successful,{}
2025-12-11 05:15:49.818168,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:49.818175,USER-0004,True,Authentication successful,{}
2025-12-11 05:15:49.818190,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:49.818212,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:49.818222,USER-0004,True,Authentication successful,"{'device_id': 'DEV-0009', 'location': 'office', 'ip_address': '49.226.205.235', 'timestamp': datetime.datetime(2025, 12, 11, 20, 34, 3)}"
2025-12-11 05:15:49.818227,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:49.818236,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:49.818249,USER-0037,True,Authentication successful,"{'device_id': 'DEV-0053', 'location': 'remote', 'ip_address': '176.247.139.104', 'timestamp': datetime.datetime(2025, 12, 11, 21, 20, 5)}"
2025-12-11 05:15:49.818263,USER-0042,True,Authentication successful,{}
2025-12-11 05:15:49.992792,USER-0009,True,Authentication successful,{}
2025-12-11 05:15:49.992817,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:49.992848,USER-0042,True,Authentication successful,"{'device_id': 'DEV-0048', 'location': 'remote', 'ip_address': '89.106.155.0', 'timestamp': datetime.datetime(2025, 12, 12, 5, 3, 30)}"
2025-12-11 05:15:49.992854,USER-0010,True,Authentication successful,"{'device_id': 'DEV-0001', 'location': 'remote', 'ip_address': '117.159.220.121', 'timestamp': datetime.datetime(2025, 12, 12, 7, 3, 19)}"
2025-12-11 05:15:49.992859,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:49.992871,USER-0010,True,Authentication successful,"{'device_id': 'DEV-0001', 'location': 'remote', 'ip_address': '177.135.246.177', 'timestamp': datetime.datetime(2025, 12, 12, 7, 36, 3)}"
2025-12-11 05:15:49.992876,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:49.992885,USER-0015,True,Authentication successful,{}
2025-12-11 05:15:49.992894,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:49.992924,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:49.992939,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:49.992952,USER-0036,True,Authentication successful,{}
2025-12-11 05:15:49.992960,USER-0018,True,Authentication successful,"{'device_id': 'DEV-0032', 'location': 'office', 'ip_address': '158.179.14.200', 'timestamp': datetime.datetime(2025, 12, 12, 10, 14, 16)}"
2025-12-11 05:15:49.992965,USER-0050,True,Authentication successful,"{'device_id': 'DEV-0003', 'location': 'hybrid', 'ip_address': '97.59.244.3', 'timestamp': datetime.datetime(2025, 12, 12, 10, 20, 35)}"
2025-12-11 05:15:49.992970,USER-0008,True,Authentication successful,{}
2025-12-11 05:15:49.992978,USER-0041,True,Authentication successful,"{'device_id': 'DEV-0006', 'location': 'hybrid', 'ip_address': '145.1.59.2', 'timestamp': datetime.datetime(2025, 12, 12, 10, 38, 10)}"
2025-12-11 05:15:49.992991,USER-0017,True,Authentication successful,"{'device_id': 'DEV-0026', 'location': 'office', 'ip_address': '220.112.39.14', 'timestamp': datetime.datetime(2025, 12, 12, 10, 46, 34)}"
2025-12-11 05:15:49.992997,USER-0028,True,Authentication successful,{}
2025-12-11 05:15:49.993007,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:49.993020,USER-0023,False,Invalid credentials,"{'device_id': 'DEV-0004', 'location': 'office', 'ip_address': '63.118.24.242', 'timestamp': datetime.datetime(2025, 12, 12, 10, 55, 38)}"
2025-12-11 05:15:49.993033,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:49.993042,USER-0042,True,Authentication successful,"{'device_id': 'DEV-0019', 'location': 'remote', 'ip_address': '211.28.122.9', 'timestamp': datetime.datetime(2025, 12, 12, 11, 17, 9)}"
2025-12-11 05:15:49.993047,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:49.993055,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:49.993069,USER-0028,True,Authentication successful,{}
2025-12-11 05:15:49.993078,USER-0037,True,Authentication successful,{}
2025-12-11 05:15:49.993087,USER-0033,True,Authentication successful,{}
2025-12-11 05:15:49.993094,USER-0031,True,Authentication successful,{}
2025-12-11 05:15:49.993109,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:49.993119,USER-0033,True,Authentication successful,{}
2025-12-11 05:15:49.993126,USER-0044,True,Authentication successful,"{'device_id': 'DEV-0051', 'location': 'hybrid', 'ip_address': '11.20.99.229', 'timestamp': datetime.datetime(2025, 12, 12, 13, 4, 51)}"
2025-12-11 05:15:49.993131,USER-0002,True,Authentication successful,"{'device_id': 'DEV-0019', 'location': 'office', 'ip_address': '2.169.101.252', 'timestamp': datetime.datetime(2025, 12, 12, 13, 7, 15)}"
2025-12-11 05:15:49.993137,USER-0036,True,Authentication successful,"{'device_id': 'DEV-0049', 'location': 'remote', 'ip_address': '50.140.213.222', 'timestamp': datetime.datetime(2025, 12, 12, 13, 13, 49)}"
2025-12-11 05:15:49.993142,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:49.993150,USER-0036,True,Authentication successful,"{'device_id': 'DEV-0033', 'location': 'remote', 'ip_address': '61.69.17.111', 'timestamp': datetime.datetime(2025, 12, 12, 13, 20, 51)}"
2025-12-11 05:15:49.993154,USER-0042,True,Authentication successful,"{'device_id': 'DEV-0019', 'location': 'remote', 'ip_address': '39.136.111.68', 'timestamp': datetime.datetime(2025, 12, 12, 14, 7, 11)}"
2025-12-11 05:15:49.993158,USER-0042,True,Authentication successful,"{'device_id': 'DEV-0019', 'location': 'remote', 'ip_address': '190.8.71.91', 'timestamp': datetime.datetime(2025, 12, 12, 14, 22, 12)}"
2025-12-11 05:15:49.993164,USER-0012,True,Authentication successful,"{'device_id': 'DEV-0070', 'location': 'office', 'ip_address': '210.232.61.78', 'timestamp': datetime.datetime(2025, 12, 12, 14, 44, 37)}"
2025-12-11 05:15:49.993170,USER-0027,True,Authentication successful,{}
2025-12-11 05:15:49.993177,USER-0040,False,Invalid credentials,{}
2025-12-11 05:15:49.994405,USER-0009,True,Authentication successful,{}
2025-12-11 05:15:49.994426,USER-0019,True,Authentication successful,{}
2025-12-11 05:15:49.994437,USER-0028,True,Authentication successful,"{'device_id': 'DEV-0074', 'location': 'remote', 'ip_address': '76.144.56.197', 'timestamp': datetime.datetime(2025, 12, 12, 15, 11, 19)}"
2025-12-11 05:15:49.994442,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:49.994463,USER-0049,True,Authentication successful,{}
2025-12-11 05:15:49.994471,USER-0050,True,Authentication successful,"{'device_id': 'DEV-0037', 'location': 'hybrid', 'ip_address': '125.58.116.22', 'timestamp': datetime.datetime(2025, 12, 12, 15, 41)}"
2025-12-11 05:15:49.994476,USER-0037,True,Authentication successful,{}
2025-12-11 05:15:49.994484,USER-0032,True,Authentication successful,{}
2025-12-11 05:15:49.994491,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:49.994504,USER-0007,False,Invalid credentials,{}
2025-12-11 05:15:49.994509,USER-0014,True,Authentication successful,{}
2025-12-11 05:15:49.994528,USER-0034,True,Authentication successful,"{'device_id': 'DEV-0009', 'location': 'hybrid', 'ip_address': '92.194.42.25', 'timestamp': datetime.datetime(2025, 12, 12, 16, 21, 29)}"
2025-12-11 05:15:49.994531,USER-0029,False,Invalid credentials,"{'device_id': 'DEV-0044', 'location': 'remote', 'ip_address': '29.16.9.12', 'timestamp': datetime.datetime(2025, 12, 12, 16, 29, 1)}"
2025-12-11 05:15:49.994545,USER-0042,True,Authentication successful,{}
2025-12-11 05:15:49.994553,USER-0022,True,Authentication successful,{}
2025-12-11 05:15:49.994561,USER-0044,True,Authentication successful,{}
2025-12-11 05:15:49.994572,USER-0018,True,Authentication successful,{}
2025-12-11 05:15:49.994580,USER-0041,True,Authentication successful,{}
2025-12-11 05:15:49.994587,USER-0003,True,Authentication successful,{}
2025-12-11 05:15:49.994601,USER-0007,True,Authentication successful,{}
2025-12-11 05:15:49.994612,USER-0030,False,Invalid credentials,"{'device_id': 'DEV-0067', 'location': 'office', 'ip_address': '76.196.233.238', 'timestamp': datetime.datetime(2025, 12, 12, 17, 41, 48)}"
2025-12-11 05:15:49.994617,USER-0047,True,Authentication successful,"{'device_id': 'DEV-0006', 'location': 'remote', 'ip_address': '38.164.29.3', 'timestamp': datetime.datetime(2025, 12, 12, 17, 49, 13)}"
2025-12-11 05:15:49.994622,USER-0040,True,Authentication successful,"{'device_id': 'DEV-0021', 'location': 'remote', 'ip_address': '89.20.229.69', 'timestamp': datetime.datetime(2025, 12, 12, 17, 56, 12)}"
2025-12-11 05:15:49.994626,USER-0006,True,Authentication successful,"{'device_id': 'DEV-0055', 'location': 'remote', 'ip_address': '149.51.94.64', 'timestamp': datetime.datetime(2025, 12, 12, 18, 1, 8)}"
2025-12-11 05:15:49.994630,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:49.994640,USER-0006,False,Invalid credentials,"{'device_id': 'DEV-0055', 'location': 'remote', 'ip_address': '1.52.176.102', 'timestamp': datetime.datetime(2025, 12, 12, 18, 54, 4)}"
2025-12-11 05:15:49.994644,USER-0029,True,Authentication successful,"{'device_id': 'DEV-0044', 'location': 'remote', 'ip_address': '113.120.15.153', 'timestamp': datetime.datetime(2025, 12, 12, 18, 57, 34)}"
2025-12-11 05:15:49.994648,USER-0023,True,Authentication successful,{}
2025-12-11 05:15:49.994663,USER-0006,True,Authentication successful,"{'device_id': 'DEV-0055', 'location': 'remote', 'ip_address': '20.19.212.103', 'timestamp': datetime.datetime(2025, 12, 12, 19, 53, 29)}"
2025-12-11 05:15:49.994671,USER-0047,False,Invalid credentials,{}
2025-12-11 05:15:49.994674,USER-0016,True,Authentication successful,"{'device_id': 'DEV-0035', 'location': 'remote', 'ip_address': '192.101.152.179', 'timestamp': datetime.datetime(2025, 12, 12, 20, 12, 28)}"
2025-12-11 05:15:49.994679,USER-0045,True,Authentication successful,{}
2025-12-11 05:15:49.994688,USER-0036,True,Authentication successful,{}
2025-12-11 05:15:49.994701,USER-0037,True,Authentication successful,"{'device_id': 'DEV-0053', 'location': 'remote', 'ip_address': '133.172.110.50', 'timestamp': datetime.datetime(2025, 12, 12, 21, 39, 33)}"
2025-12-11 05:15:49.994706,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:49.994712,USER-0033,True,Authentication successful,{}
2025-12-11 05:15:49.994720,USER-0028,True,Authentication successful,{}
2025-12-11 05:15:50.004956,USER-0003,True,Authentication successful,{}
2025-12-11 05:15:50.004996,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:50.005014,USER-0047,False,Invalid credentials,{}
2025-12-11 05:15:50.005018,USER-0048,True,Authentication successful,{}
2025-12-11 05:15:50.005031,USER-0006,True,Authentication successful,{}
2025-12-11 05:15:50.005039,USER-0037,True,Authentication successful,{}
2025-12-11 05:15:50.005047,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.005056,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:50.005064,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:50.005080,USER-0025,False,Invalid credentials,{}
2025-12-11 05:15:50.005083,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:50.005117,USER-0039,True,Authentication successful,{}
2025-12-11 05:15:50.005139,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:50.005218,USER-0004,True,Authentication successful,{}
2025-12-11 05:15:50.005227,USER-0033,True,Authentication successful,{}
2025-12-11 05:15:50.005238,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:50.005262,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:50.005283,USER-0006,True,Authentication successful,{}
2025-12-11 05:15:50.005292,USER-0034,True,Authentication successful,{}
2025-12-11 05:15:50.005300,USER-0034,True,Authentication successful,{}
2025-12-11 05:15:50.005311,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:50.005318,USER-0023,True,Authentication successful,{}
2025-12-11 05:15:50.005326,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:50.005332,USER-0017,False,Invalid credentials,{}
2025-12-11 05:15:50.005335,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:50.005341,USER-0041,False,Invalid credentials,{}
2025-12-11 05:15:50.005357,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:50.005382,USER-0036,True,Authentication successful,{}
2025-12-11 05:15:50.005390,USER-0034,True,Authentication successful,{}
2025-12-11 05:15:50.005397,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:50.005430,USER-0047,True,Authentication successful,{}
2025-12-11 05:15:50.005437,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:50.005445,USER-0048,True,Authentication successful,{}
2025-12-11 05:15:50.005462,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005479,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:50.005506,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:50.005515,USER-0040,True,Authentication successful,{}
2025-12-11 05:15:50.005528,USER-0040,True,Authentication successful,{}
2025-12-11 05:15:50.005536,USER-0011,True,Authentication successful,{}
2025-12-11 05:15:50.005542,USER-0002,False,Invalid credentials,{}
2025-12-11 05:15:50.005545,USER-0014,True,Authentication successful,{}
2025-12-11 05:15:50.005568,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005583,USER-0037,False,Invalid credentials,{}
2025-12-11 05:15:50.005587,USER-0001,True,Authentication successful,{}
2025-12-11 05:15:50.005594,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005601,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005623,USER-0003,False,Invalid credentials,"{'device_id': 'DEV-0007', 'location': 'hybrid', 'ip_address': '213.65.55.34', 'timestamp': datetime.datetime(2025, 12, 13, 17, 9, 49)}"
2025-12-11 05:15:50.005629,USER-0038,True,Authentication successful,"{'device_id': 'DEV-0042', 'location': 'office', 'ip_address': '179.102.119.198', 'timestamp': datetime.datetime(2025, 12, 13, 17, 18, 43)}"
2025-12-11 05:15:50.005640,USER-0036,True,Authentication successful,{}
2025-12-11 05:15:50.005647,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005697,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.005705,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.005730,USER-0040,True,Authentication successful,{}
2025-12-11 05:15:50.005741,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:50.027916,USER-0037,True,Authentication successful,"{'device_id': 'DEV-0053', 'location': 'remote', 'ip_address': '132.82.48.58', 'timestamp': datetime.datetime(2025, 12, 14, 1, 39, 26)}"
2025-12-11 05:15:50.027928,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:50.027945,USER-0003,True,Authentication successful,{}
2025-12-11 05:15:50.027989,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:50.028001,USER-0012,True,Authentication successful,{}
2025-12-11 05:15:50.028009,USER-0003,True,Authentication successful,{}
2025-12-11 05:15:50.028021,USER-0020,True,Authentication successful,"{'device_id': 'DEV-0028', 'location': 'remote', 'ip_address': '4.196.39.152', 'timestamp': datetime.datetime(2025, 12, 14, 8, 23, 6)}"
2025-12-11 05:15:50.028026,USER-0004,True,Authentication successful,{}
2025-12-11 05:15:50.028035,USER-0050,True,Authentication successful,{}
2025-12-11 05:15:50.028071,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.028080,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:50.028090,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:50.028099,USER-0038,True,Authentication successful,{}
2025-12-11 05:15:50.028121,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:50.028130,USER-0004,True,Authentication successful,{}
2025-12-11 05:15:50.028138,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.028145,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.028153,USER-0018,True,Authentication successful,{}
2025-12-11 05:15:50.028168,USER-0006,True,Authentication successful,{}
2025-12-11 05:15:50.028176,USER-0047,True,Authentication successful,{}
2025-12-11 05:15:50.028182,USER-0017,False,Invalid credentials,{}
2025-12-11 05:15:50.028191,USER-0007,True,Authentication successful,{}
2025-12-11 05:15:50.028199,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.028207,USER-0023,True,Authentication successful,{}
2025-12-11 05:15:50.028214,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.028224,USER-0034,True,Authentication successful,{}
2025-12-11 05:15:50.028232,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:50.028240,USER-0027,True,Authentication successful,"{'device_id': 'DEV-0018', 'location': 'office', 'ip_address': '29.104.203.82', 'timestamp': datetime.datetime(2025, 12, 14, 13, 48, 36)}"
2025-12-11 05:15:50.028246,USER-0003,True,Authentication successful,{}
2025-12-11 05:15:50.028254,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.186678,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.186694,USER-0047,True,Authentication successful,{}
2025-12-11 05:15:50.186708,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.186724,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:50.186734,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:50.186761,USER-0029,True,Authentication successful,{}
2025-12-11 05:15:50.186770,USER-0030,True,Authentication successful,{}
2025-12-11 05:15:50.186784,USER-0042,True,Authentication successful,{}
2025-12-11 05:15:50.186794,USER-0037,True,Authentication successful,{}
2025-12-11 05:15:50.186803,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.186812,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.186820,USER-0030,True,Authentication successful,{}
2025-12-11 05:15:50.186828,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.286647,USER-0046,True,Authentication successful,{}
2025-12-11 05:15:50.286672,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.396194,USER-0034,True,Authentication successful,{}
2025-12-11 05:15:50.396209,USER-0002,True,Authentication successful,{}
2025-12-11 05:15:50.396218,USER-0016,True,Authentication successful,{}
2025-12-11 05:15:50.396309,USER-0047,True,Authentication successful,{}
2025-12-11 05:15:50.396321,USER-0005,True,Authentication successful,{}
2025-12-11 05:15:50.396340,USER-0037,True,Authentication successful,{}
2025-12-11 05:15:50.396359,USER-0020,True,Authentication successful,{}
2025-12-11 05:15:50.396369,USER-0010,True,Authentication successful,{}
2025-12-11 05:15:50.761011,USER-0035,True,Authentication successful,{}
2025-12-11 05:15:50.761035,USER-0021,True,Authentication successful,{}
2025-12-11 05:15:50.761050,USER-0035,True,Authentication successful,"{'device_id': 'DEV-0061', 'location': 'hybrid', 'ip_address': '207.63.192.155', 'timestamp': datetime.datetime(2025, 12, 15, 4, 12, 47)}"
2025-12-11 05:15:50.761059,USER-0001,True,Authentication successful,{}
2025-12-11 05:15:50.761070,USER-0045,True,Authentication successful,{}
2025-12-11 05:15:50.761080,USER-0034,True,Authentication successful,"{'device_id': 'DEV-0009', 'location': 'hybrid', 'ip_address': '69.236.170.244', 'timestamp': datetime.datetime(2025, 12, 15, 8, 18, 35)}"
2025-12-11 05:15:50.761144,USER-0014,True,Authentication successful,"{'device_id': 'DEV-0016', 'location': 'remote', 'ip_address': '101.139.200.3', 'timestamp': datetime.datetime(2025, 12, 15, 8, 24, 6)}"
2025-12-11 05:15:50.761149,USER-0010,True,Authentication successful,"{'device_id': 'DEV-0001', 'location': 'remote', 'ip_address': '193.209.254.79', 'timestamp': datetime.datetime(2025, 12, 15, 8, 47, 10)}"
2025-12-11 05:15:50.761157,USER-0014,True,Authentication successful,{}
